Rooms,Footage,Rent,address,title,description,street,city,canton,Address_Latitude,Address_Longitude,City_Latitude,City_Longitude,Distance_to_City_Center(km)
4.0,84,2092,"Chemin Sous-le-Têt, 1233 Bernex, GE",«Appartement Bernex - 4 pièces»,,Chemin Sous-le-Têt,1233 Bernex,GE,46.1774213,6.0719248,46.1746582,6.0721811,0.30787581134742936
3.0,42,1660,"Chemin de Chaumont, 1232 Confignon, GE",«Appartement Confignon - 3 pièces»,,Chemin de Chaumont,1232 Confignon,GE,46.1783897,6.0859644,46.1742486,6.0851643,0.4645719512249702
3.5,77,2652,"Chemin de Cressy 61, 1232 Confignon, GE",«.»,,Chemin de Cressy 61,1232 Confignon,GE,46.17975985,6.089963222556781,46.1742486,6.0851643,0.7155957209123761
3.0,64,1560,"Chemin des Palettes 25, 1212 Grand-Lancy, GE",«Appartement de 3 pièces aux Palettes (+ parking extérieur obligatoire CHF 100.-en sus)»,,Chemin des Palettes 25,1212 Grand-Lancy,GE,46.1758581,6.1197228,46.1758901,6.1226129,0.22255631013636676
4.0,78,2670,"Chemin des Crêts-de-la-Capite 2, 1244 Choulex, GE",«4-pièces à Choulex proche de Vésenaz»,,Chemin des Crêts-de-la-Capite 2,1244 Choulex,GE,46.2367181,6.2105756,46.2231863,6.2242767,1.8370437837894606
2.5,44,1750,"Rue Sismondi, 1201 Genève, GE","«Appartement,2.5,44»",,Rue Sismondi,1201 Genève,GE,46.210119,6.147064,46.2017559,6.1466014,0.9306154334385074
3.0,61,2560,"Rue De-Grenus 16, 1201 Genève, GE",«Joli 3 pièces de 61 m² à proximité de la gare Cornavin et du lac !»,,Rue De-Grenus 16,1201 Genève,GE,46.2071737,6.1433527,46.2017559,6.1466014,0.6522488349094655
3.0,54,3210,"Avenue Dumas 5, 1206 Genève, GE",«Magnifique appartement meublé à Champel»,,Avenue Dumas 5,1206 Genève,GE,46.1919377,6.1545325,46.2017559,6.1466014,1.2508052567306986
6.0,108,2955,"Chemin des Courtillets 2-4-6, 1212 Grand-Lancy, GE","«Appartement 6 pièces avec balcon, situé au 2ème étage.»",,Chemin des Courtillets 2-4-6,1212 Grand-Lancy,GE,46.182326,6.1192425,46.1758901,6.1226129,0.7612338419199671
3.0,44,1740,"Rue du Môle 5, 1201 Genève, GE",«Emménagez aux Pâquis»,"Spacieux appartement d'environ 44 m2 idéalement situé à proximité des axes autoroutiers, des commerces et à environ 10 minutes à pied de la gare CFF Cornavin.Le logement se compose comme suit :- Un hall d'entrée- Un séjour avec accès au balcon- Une belle cuisine- Une chambre- Une salle de bains- WC séparésDisponible au 1er avril 2023.Avons-nous éveillé votre intérêt ? Dans ce cas, n'hésitez pas à vous inscrire à notre visite groupée via ce lien : https://www.perty.immo/apply.html?id=ba625f86-dbea-48a8-be2c-63a1980da600Seuls les dossiers électro",Rue du Môle 5,1201 Genève,GE,46.2123294,6.1490805,46.2017559,6.1466014,1.1910966424413245
4.5,99,2990,"Avenue des Cavaliers 5, 1224 Chêne-Bougeries, GE","«Bel appartement de 4,5 pièces avec balcon, situé au 1er étage.»",,Avenue des Cavaliers 5,1224 Chêne-Bougeries,GE,46.2033956,6.1846598,46.1963639,6.1854072,0.7840024078775832
1.0,25,1390,"Rue de Bâle 30, 1201 Genève, GE",«Votre prochain studio aux Pâquis!»,,Rue de Bâle 30,1201 Genève,GE,46.2135039,6.1494457,46.2017559,6.1466014,1.3245274409261625
4.5,96,2600,"66, route de la Gare-de-Satigny, 1242 Satigny, GE",«4.5 pièces traversant - 2 balcons»,,66,route de la Gare-de-Satigny,"1242 Satigny, GE",46.2167643,6.03742,46.2164811,6.0367817,0.058339407057449374
3.0,45,2120,"Av. Ernest-Pictet 2, 1203 Genève, GE",«Splendide appartement proche de toutes les commodités»,"Dans vos recherches d'appartement, souhaiteriez-vous un logement proche des organisations internationales, des commerces et des transports publics ? Quel cadre de vie souhaiteriez-vous ?Un immeuble proche du centre ville et des nations uniesPlusieurs lignes de transport à quelques minutes à piedDe nombreux restaurants et commerces à proximitéLes atouts de cet immeuble sont les suivants :Un immeuble sécurisé avec ascenseur Calme donnant sur une cour intérieureDisposant d'une buanderie commune et d'un local véloNous vous proposons un très bel app",Av. Ernest-Pictet 2,1203 Genève,GE,46.21145125,6.127669474070559,46.2017559,6.1466014,1.8123850572934663
1.0,20,1660,"Rue de la Tour 2, 1205 Genève, GE","«STUDIO, QUARTIER DE CHAMPEL, PROCHE DE TOUTES LES COMMODITES»",,Rue de la Tour 2,1205 Genève,GE,46.195057,6.1467004,46.2017559,6.1466014,0.7449226638459449
4.0,64,2330,"Rue Leschot 7, 1205 Genève, GE",«.»,,Rue Leschot 7,1205 Genève,GE,46.19665,6.1438969,46.2017559,6.1466014,0.6047034334153853
4.0,75,1935,"Chemin de l'Echarpine 4, 1214 Vernier, GE",«Un logement lumineux à Vernier. Bail à terme fixe au 30.11.2023»,,Chemin de l'Echarpine 4,1214 Vernier,GE,46.21834495,6.093414192032595,46.2131843,6.0815756,1.0765565657321292
2.0,50,3150,"Route des Chevaliers de Malte 39, 1228 Plan-les-Ouates, GE",«Original Pieds-à-terre à Plan les Ouates»,,Route des Chevaliers de Malte 39,1228 Plan-les-Ouates,GE,46.16465655,6.123112630971059,46.1683113,6.117887,0.5719248482613616
4.0,100,2990,"Avenue des Cavaliers 5, 1224 Chêne-Bougeries, GE",«Bel appartement traversant de 4 pièces»,,Avenue des Cavaliers 5,1224 Chêne-Bougeries,GE,46.2033956,6.1846598,46.1963639,6.1854072,0.7840024078775832
4.5,75,2416,"Chemin Pré-Puits 4, 1246 Corsier GE, GE",«.»,,Chemin Pré-Puits 4,1246 Corsier GE,GE,46.2635084,6.223163,46.2626753,6.2250187,0.1700946727136232
1.0,26,1630,"Rue du Lac 4 - 6, 1207 Genève, GE",«Joli appartement aux Eaux-Vives»,,Rue du Lac 4 - 6,1207 Genève,GE,46.2047681,6.1569157,46.2017559,6.1466014,0.8615434533015426
2.0,44,2500,"10, avenue Dumas, 1206 Genève, GE",«Charmant appartement proche du Parc Bertrand»,,10,avenue Dumas,"1206 Genève, GE",46.1919363,6.155194,46.1909948,6.1567841,0.1610626161929611
5.0,80,2680,"Rue de la Prulay 37, 1217 Meyrin, GE",«.»,,Rue de la Prulay 37,1217 Meyrin,GE,46.2302763,6.0775864,46.2283226,6.0712016,0.5370312861434965
4.0,70,1942,"Grand-Montfleury, 1290 Versoix, GE",«Appartement Versoix - 4 pièces»,,Grand-Montfleury,1290 Versoix,GE,46.2923114,6.1622428,46.2767572,6.168958,1.8048873837827235
3.5,85,2280,"1206 Genève, GE","«Appartement de 3,5 pièces à Champel»",,,1206 Genève,GE,46.1913490898305,6.155401546327683,46.2017559,6.1466014,1.3408382103302183
5.0,76,2200,"route de Frontenex, 1207 Genève, GE",«Appartement rénové de 5 pièces avec très belle vue aux Eaux-Vive»,,route de Frontenex,1207 Genève,GE,46.2014391,6.1612234,46.2017559,6.1466014,1.125868703429201
2.0,42,1450,"Av. F.-A Grison, 1225 Chêne-Bourg, GE","«Appartement,2,42»",,Av. F.-A Grison,1225 Chêne-Bourg,GE,46.1959147,6.1953152,46.1942388,6.1934779,0.23393486238317243
3.0,50,2300,"1233 Bernex, GE",«Magnifique appartement meublé de 50m2 avec terrasse»,,,1233 Bernex,GE,46.17624609268293,6.078136917073171,46.1746582,6.0721811,0.4913981051655689
5.0,100,3200,"1212 Grand-Lancy, GE",«Appartement de 5 pièces au Grand-Lancy»,,,1212 Grand-Lancy,GE,46.1758901,6.1226129,46.1758901,6.1226129,0.0
3.0,55,2260,"Rue Pradier, 1201 Genève, GE","«Meublé,3,55»",,Rue Pradier,1201 Genève,GE,46.2100691,6.144346,46.2017559,6.1466014,0.9405387043728307
5.0,85,2370,"Rue de la Poterie 18, 1202 Genève, GE",«.»,,Rue de la Poterie 18,1202 Genève,GE,46.2102132,6.1334705,46.2017559,6.1466014,1.3803769055513804
4.0,126,2950,"Ch. des Courbes 10, 1247 Anières, GE","«Votre logement à Anières, sur les hauteurs du lac»",,Ch. des Courbes 10,1247 Anières,GE,46.28061805,6.229912884171323,46.2760802,6.2234115,0.710111168026471
1.0,18,925,"Ch. de la Milice 2, 1228 Plan-les-Ouates, GE",«QUARTIER CALME ET VERDOYANT»,,Ch. de la Milice 2,1228 Plan-les-Ouates,GE,46.1665307,6.125731,46.1683113,6.117887,0.6356751522849916
2.0,26,1330,"Rue de la Filature 32, 1227 Carouge GE, GE",«Charmant appartement à Carouge»,,Rue de la Filature 32,1227 Carouge GE,GE,46.1858924,6.1407568,46.1846691,6.1396839,0.15913752840876483
1.0,60,2620,"Avenue de Budé, 1202 Genève, GE",«Grand et spacieux studio dans le quartier ONU»,,Avenue de Budé,1202 Genève,GE,46.2255721,6.1311095,46.2017559,6.1466014,2.9041437362597042
1.0,43,1715,"Rue Gustave-Revilliod  14, 1227 Les Acacias, GE",«Emménagez aux Acacias !»,,Rue Gustave-Revilliod  14,1227 Les Acacias,GE,46.190918,6.1367326,46.1929617,6.1304269,0.5359399116733788
3.0,65,2579,"Rue de Montchoisy 19, 1207 Genève, GE","«19 Rue de Montchoisy, 3 pièces»",,Rue de Montchoisy 19,1207 Genève,GE,46.2034656,6.1603756,46.2017559,6.1466014,1.0769630464927198
2.5,47,1600,"66, route de Bellegarde, 1284 Chancy, GE",«Appartement de 2.5 pièces à Chancy»,,66,route de Bellegarde,"1284 Chancy, GE",46.15008665,5.971625894247849,43.913427,2.2432312,384.236733994722
4.0,61,2000,"Avenue de Louis-Casaï 37, 1220 Les Avanchets, GE",«Votre prochain logement en face de Balexert !»,,Avenue de Louis-Casaï 37,1220 Les Avanchets,GE,46.220161450000006,6.112772829183255,46.22029,6.10943,0.2575757342489683
4.0,74,2970,"Rue Vignier 5, 1205 Genève, GE",«Magnifique appartement 4 pièces quartier plainpalais»,"Lappartement se se trouve au 4ème étage et se compose comme suit : 2 chambres dont une très grande Cuisine Grand salon Salle de bain avec baignoire et WC Couloir avec armoire encastrée CaveLogement loué non meubléLe lien pour la visite virtuelle : https://my.matterport.com/show/?m=t4xiS3eiJN6Visite groupée, Rue Vignier 5 (RDV devant l'immeuble), et ce, les: mercredi 5 avril 2023 à 11.30 et le mercredi 12 avril 2023 à 11h30Postulation possible sur le site: https://www.mywincasa.ch/fr/candidate/entryRéférence: 07101.01.1402",Rue Vignier 5,1205 Genève,GE,46.1964693,6.1424041,46.2017559,6.1466014,0.6707571371478144
5.0,78,2445,"Chemin de Poussy 4 A, 1214 Vernier, GE",«Habitez à Vernier dans un logement lumineux_Bail à terme fixe au 30.11.2023»,"En bon état général, nous vous proposons la location de cet appartement familial au bénéfice des qualités suivantes:  - Un hall d'entrée avec parquet- Un salon avec parquet au sol et donnant accès à un balcon- Une cuisine agencée- Trois chambres avec parquet- Une salle de bains avec WC Bail à terme fixe jusqu'au 30.11.2023 NON RENOUVELABLE.Au besoin, une place de parc extérieure au loyer mensuel de CHF 80.00 peut être louée. L'immeuble est situé à proximité immédiate des transports publics (lignes n°6, 19, 23, 28, 53 et 57) et du centre commerc",Chemin de Poussy 4 A,1214 Vernier,GE,46.2184663,6.0940967,46.2131843,6.0815756,1.1283005839789382
4.5,76,2602,"Rue de Lyon 8, 1201 Genève, GE",«A saisir ! Superbe logement proche de la gare Cornavin !»,"Idéalement situé proche des commerces, des transports et des écoles cet appartement est idéal pour une famille, il saura vous combler par son charme et sa situation. Il se compose comme suit :Un hall d'entréeUn séjour lumineuxUne cuisine agencée et équipéeDeux belles chambresUne salle de bainsUne salle de doucheDisponible de suite ou à convenir.La réfection des parquets ainsi que des peintures et le remplacement du lave-vaisselle seront effectués avant votre entrée.Avons-nous éveillé votre intérêt ? Dans ce cas, n'hésitez pas à prendre contact",Rue de Lyon 8,1201 Genève,GE,46.209184,6.1381867,46.2017559,6.1466014,1.0495467306246653
1.0,25,1750,"Rue Saint-Joseph 42, 1227 Carouge GE, GE",«Un charmant studio à Carouge»,,Rue Saint-Joseph 42,1227 Carouge GE,GE,46.1845006,6.1411163,46.1846691,6.1396839,0.11185287032539662
2.5,50,1600,"68, route de Bellegarde, 1284 Chancy, GE",«Appartement de 2.5 pièces à Chancy comportant 1 chambre (Bellegarde 66-68)»,,68,route de Bellegarde,"1284 Chancy, GE",46.15015875,5.971407710356371,43.913427,2.2432312,384.22871664725415
6.0,95,2845,"Chemin de l'Echarpine 10, 1214 Vernier, GE",«Vivre en famille à Vernier. Bail à terme fixe au 30.11.2023»,"Dans un secteur résidentiel, nous louons cet appartement au bénéfice des qualités suivantes: - Un hall d'entrée - Un salon avec parquet au sol et permettant l'accès à une terrasse- Une cuisine agencée- Quatre chambres - Une salle de bains avec WC séparéBail à terme fixe jusqu'au 30.11.2023 NON RENOUVELABLEAu besoin, une place de parc extérieure au loyer mensuel de CHF 80.00 peut être louée. L'immeuble est situé à proximité immédiate des transports publics (lignes n°6, 19, 23, 28, 53 et 57) et du centre commercial Balexert. Avons-nous attiré vot",Chemin de l'Echarpine 10,1214 Vernier,GE,46.21870565,6.092318964307671,46.2131843,6.0815756,1.0296584797323383
1.5,40,2390,"route de Florissant 86 C, 1206 Genève, GE",«Logement meublé de 40 m2 avec jardin au coeur de Champel»,,route de Florissant 86 C,1206 Genève,GE,46.1962251,6.1554165,46.2017559,6.1466014,0.9157029867746987
2.0,50,2750,"Rue de Zurich 6, 1201 Genève, GE",«Ravissant studio aux Pâquis proche du jet d'eau»,,Rue de Zurich 6,1201 Genève,GE,46.2113041,6.1484434,46.2017559,6.1466014,1.0711320050535826
1.0,33,2750,"Rue de Lausanne 47 bis, 1201 Genève, GE","«RÉSIDENCE MEUBLÉE DE STANDING ""PETITE COUR"" STUDIOS AVEC SERVICES HÔTELIERS - ETHNO»","La résidence « PETITE COUR » prend place dans un immeuble neuf situé sur la Rive droite de Genève, à deux pas du lac Léman, de la gare Cornavin et à seulement 10 minutes de l'aéroport International de Genève en transports publics.Son emplacement stratégique vous fera profiter d'un environnement urbain et de l'ensemble des commodités du centre-ville.« PETITE COUR » vous propose d'élégants appartements entièrement équipés et décorés avec goût, dans un style moderne alliant confort et technologie. La Résidence offre des espaces idéalement pensés a",Rue de Lausanne 47 bis,1201 Genève,GE,46.2116395,6.1446081,46.2017559,6.1466014,1.1096591627329497
1.0,31,2500,"Rue de Lausanne 47 bis, 1201 Genève, GE","«RÉSIDENCE MEUBLÉE DE STANDING ""PETITE COUR"" STUDIOS AVEC SERVICES HÔTELIERS - AUBERGINE»","La résidence « PETITE COUR » prend place dans un immeuble neuf situé sur la Rive droite de Genève, à deux pas du lac Léman, de la gare Cornavin et à seulement 10 minutes de l'aéroport International de Genève en transports publics.Son emplacement stratégique vous fera profiter d'un environnement urbain et de l'ensemble des commodités du centre-ville.« PETITE COUR » vous propose d'élégants appartements entièrement équipés et décorés avec goût, dans un style moderne alliant confort et technologie. La Résidence offre des espaces idéalement pensés a",Rue de Lausanne 47 bis,1201 Genève,GE,46.2116395,6.1446081,46.2017559,6.1466014,1.1096591627329497
5.0,100,3100,"Route de Saint-Georges, 1213 Petit-Lancy, GE",«Jolie appartement de 5 pièces traversant se situant au Petit Lancy»,,Route de Saint-Georges,1213 Petit-Lancy,GE,46.196774,6.1130148,46.1909747,6.1200687,0.842987608766014
4.0,100,3145,"1223 Cologny, GE",«Appartement familiale à louer à la planta»,,,1223 Cologny,GE,46.20855249565218,6.179361423913043,46.2163962,6.1817613,0.8915140063200411
3.0,55,1900,"Rue Chabrey, 1202 Genève, GE","«Appartement,3,55»",,Rue Chabrey,1202 Genève,GE,46.2152455,6.1301588,46.2017559,6.1466014,1.962355905525543
3.5,63,1960,"1205 Genève, GE","«Appartement de 3,5 pièces à Plainpalais.»",,,1205 Genève,GE,46.19636111446079,6.142585196813726,46.2017559,6.1466014,0.6748276638607681
2.0,44,1860,"Rue de la Tour-de-Boël, 1204 Genève, GE","«Appartement,2,44»",,Rue de la Tour-de-Boël,1204 Genève,GE,46.2026635,6.1446729,46.2017559,6.1466014,0.17947840975676663
1.5,47,2010,"Route de Malagnou 34, 1208 Genève, GE",«Spacieux studio meublé au 5ème étage»,,Route de Malagnou 34,1208 Genève,GE,46.1971542,6.1604987,46.2017559,6.1466014,1.1856796175617041
3.5,67,1593,"Rue Edouard-Vallet 6, 1232 Confignon, GE",«Charmant appartement subventionné avec jardin dans la commune de Confignon»,,Rue Edouard-Vallet 6,1232 Confignon,GE,46.1842168,6.0898644,46.1742486,6.0851643,1.1659886698747117
4.0,85,2660,"1217 Meyrin, GE","«PRIX AVANTAGEUX, LUMINEUX, AU DERNIER ÉTAGE»",,,1217 Meyrin,GE,46.22945502293578,6.0735169165137615,46.2283226,6.0712016,0.2181174386474479
2.0,35,2750,"Rue Goetz-Monin 24, 1205 Genève, GE",«Studios comfort meublés - Genève (Plainpalais)»,,Rue Goetz-Monin 24,1205 Genève,GE,46.19425585,6.147046776729816,46.2017559,6.1466014,0.8346716932475919
4.0,83,2240,"Route de Base 93, 1258 Perly, GE","«Appartement de 4 pièces avec balcon, situé au 1er étage, dans un quartier calme.»",,Route de Base 93,1258 Perly,GE,46.1561624,6.0823083,46.1574217,6.0918964,0.7516652601047829
1.0,22,1300,"Rue Cherbuliez 7, 1207 Genève, GE",«Très bel appartement au coeur des Eaux-Vives»,,Rue Cherbuliez 7,1207 Genève,GE,46.2035531,6.1586948,46.2017559,6.1466014,0.951910118371535
4.0,60,2610,"Av. Ernest-Pictet 2, 1203 Genève, GE",«Bel appartement proche de toutes les commodités»,,Av. Ernest-Pictet 2,1203 Genève,GE,46.21145125,6.127669474070559,46.2017559,6.1466014,1.8123850572934663
3.0,55,2335,"Rue de la Servette 31, 1201 Genève, GE",«Appartement - a proximité de la gare et du tram»,"Nous louons ce magnifique appartement lumineux.Vos avantages en un coup d'œil :Un immeuble proche du centre villePlusieurs lignes de transport à quelques minutes à piedDe nombreux restaurants et commerces à proximitéBel immeuble :sécurisé par un interphone équipé d'un ascenseurLe bien en location se compose comme suit : hall d'entrée avec rangementsséjour lumineux avec cheminée décorativecuisine entièrement équipée : réfrigérateur, four, vitrocéram.salle de bains équipée d'une baignoire, d'un chauffe eau et branchement lave-lingechambre avec pa",Rue de la Servette 31,1201 Genève,GE,46.2085625,6.1407002,46.2017559,6.1466014,0.8826496733257788
1.5,33,1770,"Avenue des Tilleuls 28, 1203 Genève, GE",«Appartement meublé avec grand balcon»,,Avenue des Tilleuls 28,1203 Genève,GE,46.206254,6.126209818542566,46.2017559,6.1466014,1.6470587386271807
3.0,56,3200,"Rue de Lausanne 47 bis, 1201 Genève, GE","«RÉSIDENCE MEUBLÉE DE STANDING ""PETITE COUR"" 3 PIÈCES AVEC SERVICES HÔTELIERS - RIVAGE»","La résidence « PETITE COUR » prend place dans un immeuble neuf situé sur la Rive droite de Genève, à deux pas du lac Léman, de la gare Cornavin et à seulement 10 minutes de l'aéroport International de Genève en transports publics.Son emplacement stratégique vous fera profiter d'un environnement urbain et de l'ensemble des commodités du centre-ville.« PETITE COUR » vous propose d'élégants appartements entièrement équipés et décorés avec goût, dans un style moderne alliant confort et technologie. La Résidence offre des espaces idéalement pensés a",Rue de Lausanne 47 bis,1201 Genève,GE,46.2116395,6.1446081,46.2017559,6.1466014,1.1096591627329497
2.5,45,3000,"Rue de Lausanne 47 bis, 1201 Genève, GE","«RÉSIDENCE MEUBLÉE DE STANDING ""PETITE COUR"" 2.5 PIECES AVEC SERVICES HÔTELIERS - TERRA COTTA»","La résidence « PETITE COUR » prend place dans un immeuble neuf situé sur la Rive droite de Genève, à deux pas du lac Léman, de la gare Cornavin et à seulement 10 minutes de l'aéroport International de Genève en transports publics.Son emplacement stratégique vous fera profiter d'un environnement urbain et de l'ensemble des commodités du centre-ville.« PETITE COUR » vous propose d'élégants appartements entièrement équipés et décorés avec goût, dans un style moderne alliant confort et technologie. La Résidence offre des espaces idéalement pensés a",Rue de Lausanne 47 bis,1201 Genève,GE,46.2116395,6.1446081,46.2017559,6.1466014,1.1096591627329497
3.0,84,2350,"1244 Choulex, GE",«Appartement dernier étage»,,,1244 Choulex,GE,46.225999875,6.219221325,46.2231863,6.2242767,0.49912216141271554
3.0,70,3000,"Plainpalais, 1205 Genève, GE",«Charmant appartement meublé à Plainpalais»,,Plainpalais,1205 Genève,GE,46.1974025,6.1409078,46.2017559,6.1466014,0.6529531088297617
3.0,53,2300,"1212 Grand-Lancy, GE",«Appartement rénové au Grand-Lancy»,,,1212 Grand-Lancy,GE,46.1758901,6.1226129,46.1758901,6.1226129,0.0
2.0,39,1455,"Ch. de Grange-Canal, 1224 Chêne-Bougeries, GE","«Appartement,2,39»",,Ch. de Grange-Canal,1224 Chêne-Bougeries,GE,46.20142865,6.177683701795403,46.1963639,6.1854072,0.8188512530366172
4.5,100,2592,"1233 Bernex, GE",«Très bel appartement lumineux de 4.5 P avec 2 terrasses.»,,,1233 Bernex,GE,46.17624609268293,6.078136917073171,46.1746582,6.0721811,0.4913981051655689
3.0,60,2800,"1247 Anières, GE",«Bel appartement neuf avec jardin»,,,1247 Anières,GE,46.276840766666666,6.222578133333333,46.2760802,6.2234115,0.10608744260798222
3.5,65,2485,"1207 Genève, GE",«EAUX-VIVES /RIVE Appartement de 3P proche du lac»,,,1207 Genève,GE,46.201837105691055,6.158530663414634,46.2017559,6.1466014,0.9181240106493915
3.0,80,1550,"Quai des Arénières 10, 1205 Genève, GE",«Bel appartement moderne de 3 pièces au coeur de Lausanne»,,Quai des Arénières 10,1205 Genève,GE,46.2003767,6.1280978,46.2017559,6.1466014,1.432295421486015
4.0,70,2600,"1209 Genève, GE",«4 pièces mansardées»,,,1209 Genève,GE,46.22197441526718,6.127760489312977,46.2017559,6.1466014,2.6750928589980605
4.0,79,2980,"1208 Genève, GE",«Appartement de 4 pièces à Malagnou»,,,1208 Genève,GE,46.19959784705882,6.165148952941176,46.2017559,6.1466014,1.4474834903628238
4.0,87,2950,"Rue de la Fontenette 31, 1227 Carouge GE, GE",«Appartement traversant de 4 pièces au 5ème étage avec balcon»,,Rue de la Fontenette 31,1227 Carouge GE,GE,46.1830684,6.145642366626193,46.1846691,6.1396839,0.49203632360935357
2.0,34,1930,"Rte du Grand-Lancy, 1212 Grand-Lancy, GE","«Meublé,2,34»",,Rte du Grand-Lancy,1212 Grand-Lancy,GE,46.1832982,6.1208576,46.1758901,6.1226129,0.8347552814661557
2.0,27,1670,"Avenue de Châtelaine 89, 1219 Châtelaine, GE",«Appartement 2 pièces»,"Appartement de 2 pièces, bien agencé.Les atouts de cet immeuble sont les suivants :Un immeuble sécurisé avec ascenseur, disposant d'une buanderie commune.Au pied de l'immeuble un arrêt de bus. Un quartier avec des espaces verts à proximité, des commerces et non loin, les accès aux grands axes routiers.Composition de l'appartement :une entrée avec placardune pièce de vieune cuisine aménagé et équipéune salle-de-bains avec toiletteUne cave est mise à disposition à bien plaire.Cet objet a éveillé votre intérêt ? Contactez-nous sans tarder: 022.827",Avenue de Châtelaine 89,1219 Châtelaine,GE,46.2110056,6.111962983205324,46.2109359,6.1144659,0.19274892181230752
2.0,24,2300,"Rue Goetz-Monin 24, 1205 Genève, GE",«Studio meublé - Genève (Plainpalais)»,,Rue Goetz-Monin 24,1205 Genève,GE,46.19425585,6.147046776729816,46.2017559,6.1466014,0.8346716932475919
5.0,120,3050,"1200 Genève, GE",«Bel appartement meublé spacieux 5 pièces»,,,1200 Genève,GE,46.19454185,6.1392286,46.2017559,6.1466014,0.9825833278400778
3.0,59,1573,"1227 Carouge GE, GE",«Appartement de 3 pièces à Carouge»,,,1227 Carouge GE,GE,46.184653016271184,6.138414957966102,46.1846691,6.1396839,0.09770497404823614
2.0,26,1460,"avenue Industrielle, 1227 Carouge GE, GE",«Bel appartement 2 pièces de style ancien au calme à Carouge»,,avenue Industrielle,1227 Carouge GE,GE,46.1894986,6.1347571,46.1846691,6.1396839,0.657443096488679
2.5,50,2150,"1233 Bernex, GE",«Appartement moderne et meublé de 50m2 avec grande terrasse»,,,1233 Bernex,GE,46.17624609268293,6.078136917073171,46.1746582,6.0721811,0.4913981051655689
4.0,72,2217,"1203 Genève, GE","«Un appartement de 4,5 pièces au coeur de St-Jean»",,,1203 Genève,GE,46.20823453571429,6.125965495,46.2017559,6.1466014,1.7438106451136042
5.0,103,2750,"1290 Versoix, GE",«Bel appartement de 2 chambres avec balcons»,"*** Vidéo disponible : Message WhatsApp au 078.748.25.36 : appartement 2 chambres VERSOIX ***Localisé à quelques minutes à pied du Collège du Léman (CDL) dans le quartier de Grand-Monfleury à Versoix, cet appartement de plein pied se situe dans un immeuble avec ascenseur et est entouré par un très beau parc arboré.DISTRIBUTION :- Entrée avec WC visiteurs- Cuisine équipée d'électroménagers récents (frigo, lave-vaisselle, four et hotte) ouverte sur salle à manger- Séjour, séparé par un meuble bibliothèque, avec accès au balcon- Zone nuit : Couloi",,1290 Versoix,GE,46.29619018952381,6.150902112380952,46.2767572,6.168958,2.567931195004844
2.0,51,2440,"rue du Mont-Blanc 9, 1201 Genève, GE",«Appartement rénové entre Lac et Gare de Cornavin»,"Proche de la Gare de Cornavin, appartement de 2 pièces au 3ème étage entièrement rénové et garde tout son cachet avec une belle hauteur sous plafond et son joli parquet.Vos avantages en un coup d'œil :Un immeuble au coeur du centre villePlusieurs lignes de transport De nombreux restaurants et commerces à proximitéLac à quelques minutes à piedLes atouts de cet immeuble sont les suivants :-Un immeuble sécurisé par un interphone-Un acenseur Nous vous proposons un très bel appartement de 2 pièces au 3ème étage, équipé comme suit :Un hall dentrée av",rue du Mont-Blanc 9,1201 Genève,GE,46.2084041,6.1447468,46.2017559,6.1466014,0.7528973306958011
3.0,60,2050,"EAUX-VIVES, 1207 Genève, GE",«Proche lac joli 3 pièces meublé»,,EAUX-VIVES,1207 Genève,GE,46.2031799,6.163113894504708,46.2017559,6.1466014,1.2806176332711612
4.0,85,2100,"1214 Vernier, GE",«Appartement de 4 pièces à Vernier»,,,1214 Vernier,GE,46.21248801407408,6.081491671111111,46.2131843,6.0815756,0.07769232222025303
4.5,60,2700,"1205 Genève, GE","«Appartement de 4,5 pièces à Plainpalais»",,,1205 Genève,GE,46.19636111446079,6.142585196813726,46.2017559,6.1466014,0.6748276638607681
3.0,59,2910,"Avenue de la Praille 28, 1227 Carouge GE, GE",«A saisir ! Magnifique logement dans un quartier calme !»,"Idéalement situé proche des transports et des commerces, ce superbe appartement sera vous combler par son charme.Il se compose comme suit :Un séjour avec poutres et parquetUne cuisine agencée et équipéeUne chambre avec parquetUne salle de bainsDisponible de suite.Avons-nous éveillé votre intérêt ? Dans ce cas, n'hésitez pas à prendre contact avec nous directement depuis le formulaire de contact pour toutes demandes et/ou visites.Une fois la visite effectuée, nous nous réjouissons de recevoir votre dossier de candidature directement sur notre fo",Avenue de la Praille 28,1227 Carouge GE,GE,46.1872678,6.1351106,46.1846691,6.1396839,0.45546478343959773
3.0,67,3200,"1205 Genève, GE",«Appartement meublé de 3 pièces à La Jonction»,,,1205 Genève,GE,46.19636111446079,6.142585196813726,46.2017559,6.1466014,0.6748276638607681
2.5,45,1825,"Rue de Lausanne 49, 1201 Genève, GE","«49 Rue de Lausanne, 2.5 pièces»",,Rue de Lausanne 49,1201 Genève,GE,46.2116395,6.1446081,46.2017559,6.1466014,1.1096591627329497
5.0,90,3050,"Place du Cirque 4, 1204 Genève, GE",«Appartement de 5 pièces avec une vue dégagée»,,Place du Cirque 4,1204 Genève,GE,46.2011172,6.1397557,46.2017559,6.1466014,0.5316157906690647
2.0,45,2160,"Rue de Contamines 36, 1206 Genève, GE",«Grand studio meublé situé au centre de Champel à Genève»,,Rue de Contamines 36,1206 Genève,GE,46.1944121,6.154268832922774,46.2017559,6.1466014,1.007509497759794
